OS03G0784300	AT1G01020|AT4G01510
OS01G0667700	AT1G53190|AT3G15070
OS05G0564300	AT1G53190|AT3G15070
OS06G0244100	AT1G53200
OS02G0247800	AT1G53210
OS01G0212400	AT1G53210
OS01G0649100	AT1G53240|AT3G15020
OS05G0574400	AT1G53240|AT3G15020
OS09G0509000	AT1G53260|AT3G15000
OS09G0132600	AT1G53260|AT3G15000
OS01G0615500	AT1G53270
OS06G0531200	AT1G53280|AT3G14990
OS06G0156900	AT1G53290|AT3G14960
OS05G0210600	AT1G53300|AT3G14950
OS05G0587300	AT1G53300|AT3G14950
OS01G0218200	AT1G53300|AT3G14950
OS08G0366000	AT1G53310|AT3G14940
OS01G0758300	AT1G53310|AT3G14940
OS09G0315700	AT1G53310|AT3G14940
OS01G0759100	AT1G53320
OS05G0514300	AT1G53320
OS05G0560400	AT1G53320
OS01G0674500	AT1G53320
OS05G0207200	AT1G53330
OS01G0203800	AT1G53380|AT3G14870
OS06G0731200	AT1G53390
OS11G0416900	AT1G53390
OS05G0530300	AT1G53450|AT3G14830
OS06G0152800	AT1G53450|AT3G14830
OS01G0729900	AT1G53450|AT3G14830
OS01G0203300	AT1G53460
OS02G0668000	AT1G53470|AT1G78610|AT3G14810
OS02G0232100	AT1G53490
OS05G0203400	AT1G53500|AT1G78570|AT3G14790
OS01G0665200	AT1G53510|AT3G14720|AT4G01595
OS06G0367900	AT1G53510|AT3G14720|AT4G01595
OS05G0566400	AT1G53510|AT3G14720|AT4G01595
OS02G0320300	AT1G53520
OS11G0620000	AT1G53530
OS02G0555900	AT1G53570
OS11G0207200	AT1G53570
OS04G0437600	AT1G53570
OS01G0667200	AT1G53580
OS01G0242600	AT1G53590|AT3G14590
OS02G0313700	AT1G53590|AT3G14590
OS08G0131000	AT1G53600
OS06G0664400	AT1G53645
OS02G0244600	AT1G53650|AT3G14450
OS01G0209400	AT1G53650|AT3G14450
OS08G0135100	AT1G53660|AT3G14410
OS06G0472000	AT1G53670
OS07G0105100	AT1G53690|AT5G41010
OS03G0253200	AT1G53700|AT3G14370
OS03G0397300	AT1G53710
OS06G0670400	AT1G53720
OS06G0670500	AT1G53720
OS03G0397700	AT1G53730|AT3G14350
OS07G0618400	AT1G53730|AT3G14350
OS10G0389800	AT1G53730|AT3G14350
OS03G0183800	AT1G53730|AT3G14350
OS02G0784700	AT1G53750|AT1G53780
OS06G0192600	AT1G53750|AT1G53780
OS02G0152600	AT1G53760
OS10G0198600	AT1G53800
OS06G0192800	AT1G53820|AT1G72310|AT3G14320|AT3G19140
OS11G0615700	AT1G53850|AT3G14290
OS11G0616300	AT1G53860
OS07G0672600	AT1G53870|AT1G53890|AT3G14260
OS01G0931700	AT1G53870|AT1G53890|AT3G14260
OS01G0931600	AT1G53870|AT1G53890|AT3G14260
OS12G0497400	AT1G53880|AT1G53900|AT1G72340
OS09G0433800	AT1G53885|AT1G53903
OS08G0451200	AT1G53885|AT1G53903
OS09G0434500	AT1G53910|AT3G14230
OS02G0782700	AT1G53910|AT3G14230
OS06G0194000	AT1G53910|AT3G14230
OS10G0475900	AT1G53980
OS09G0249000	AT1G54040|AT2G33070|AT3G07720|AT3G16390|AT3G16400|AT3G16410|AT5G48180
OS02G0782500	AT1G54050
OS04G0445600	AT1G54060|AT3G14180
OS02G0565000	AT1G54060|AT3G14180
OS09G0439600	AT1G54090|AT1G72470|AT3G14090
OS03G0180100	AT1G54095
OS06G0199402	AT1G54095
OS07G0613800	AT1G54095
OS03G0407100	AT1G54095
OS09G0440300	AT1G54100
OS08G0534350	AT1G54110|AT3G55600
OS08G0533700	AT1G54110|AT3G55600
OS08G0535000	AT1G54110|AT3G55600
OS09G0272500	AT1G54110|AT3G55600
OS02G0306100	AT1G54110|AT3G55600
OS03G0180000	AT1G54115|AT3G14070
OS09G0442600	AT1G54130|AT3G14050
OS08G0457600	AT1G54130|AT3G14050
OS03G0408500	AT1G54140
OS07G0612500	AT1G54140
OS03G0177300	AT1G54150
OS02G0480900	AT1G54170|AT3G14010
OS06G0205000	AT1G54210|AT3G13970
OS05G0181250	AT1G54217
OS01G0183633	AT1G54217
OS07G0410100	AT1G54220|AT3G13930
OS02G0105200	AT1G54220|AT3G13930
OS06G0105400	AT1G54220|AT3G13930
OS06G0697400	AT1G54250|AT3G59600
OS03G0845700	AT1G54250|AT3G59600
OS06G0701100	AT1G54270|AT1G72730|AT3G13920
OS02G0146600	AT1G54270|AT1G72730|AT3G13920
OS02G0221300	AT1G54270|AT1G72730|AT3G13920
OS07G0529800	AT1G54290|AT4G27130|AT5G54760
OS02G0173700	AT1G54310
OS01G0248400	AT1G54340
OS05G0573200	AT1G54340
OS01G0654500	AT1G54340
OS01G0218700	AT1G54350
OS01G0510800	AT1G54360
OS09G0482620	AT1G54370
OS09G0286400	AT1G54370
OS11G0293300	AT1G54380|AT2G42510
OS11G0580000	AT1G54385
OS03G0748200	AT1G54390
OS10G0437200	AT1G54440|AT5G35910
OS03G0157800	AT1G54440|AT5G35910
OS10G0476600	AT1G54450|AT5G28850|AT5G28900
OS02G0191700	AT1G54450|AT5G28850|AT5G28900
OS03G0799100	AT1G54460
OS07G0185432	AT1G54460
OS03G0794800	AT1G54490
OS08G0323400	AT1G54500
OS07G0176600	AT1G54510|AT3G04810|AT5G28290
OS12G0604700	AT1G54510|AT3G04810|AT5G28290
OS03G0636800	AT1G54510|AT3G04810|AT5G28290
OS03G0695500	AT1G54520
OS03G0411300	AT1G54530
OS04G0677300	AT1G54540
OS01G0362100	AT1G54570
OS01G0361500	AT1G54570
OS03G0856300	AT1G54580|AT1G54630|AT3G05020|AT5G27200
OS09G0539800	AT1G54580|AT1G54630|AT3G05020|AT5G27200
OS12G0534200	AT1G54580|AT1G54630|AT3G05020|AT5G27200
OS08G0549300	AT1G54580|AT1G54630|AT3G05020|AT5G27200
OS01G0367700	AT1G54610|AT3G05050
OS07G0414200	AT1G54650
OS05G0405900	AT1G54710
OS02G0730500	AT1G54770|AT5G30495
OS05G0401100	AT1G54780
OS05G0401000	AT1G54790
OS05G0398800	AT1G54820
OS07G0645000	AT1G54860
OS05G0140800	AT1G54870|AT3G05260
OS12G0145632	AT1G54920
OS11G0148400	AT1G54920
OS03G0786500	AT1G54930|AT5G13920
OS11G0544100	AT1G54990
OS03G0699600	AT1G55000
OS03G0700400	AT1G55020
OS06G0135460	AT1G55020
OS03G0738600	AT1G55020
OS03G0699700	AT1G55020
OS03G0700700	AT1G55020
OS07G0404300	AT1G55040
OS04G0628100	AT1G55060
OS07G0167100	AT1G55090
OS02G0518500	AT1G55110|AT3G13810
OS06G0568000	AT1G55130|AT3G13772
OS05G0318300	AT1G55140|AT3G13740
OS11G0237700	AT1G55140|AT3G13740
OS01G0197200	AT1G55150
OS05G0593200	AT1G55160
OS01G0579800	AT1G55160
OS12G0193100	AT1G55170
OS09G0421300	AT1G55180
OS05G0200280	AT1G55190|AT3G13710|AT3G13720
OS01G0196500	AT1G55190|AT3G13710|AT3G13720
OS05G0589700	AT1G55200|AT3G13690
OS01G0602800	AT1G55200|AT3G13690
OS09G0444900	AT1G55230|AT1G55240|AT5G19870
OS09G0444800	AT1G55230|AT1G55240|AT5G19870
OS08G0462800	AT1G55230|AT1G55240|AT5G19870
OS10G0565600	AT1G55250
OS03G0167000	AT1G55260
OS07G0198300	AT1G55260
OS03G0804200	AT1G55260
OS03G0692700	AT1G55265
OS03G0167800	AT1G55270
OS10G0409900	AT1G55270
OS11G0491400	AT1G55280
OS01G0648500	AT1G55300
OS05G0347000	AT1G55300
OS07G0633200	AT1G55310|AT3G13570
OS03G0374575	AT1G55310|AT3G13570
OS05G0447500	AT1G55325
OS05G0447580	AT1G55325
OS03G0807200	AT1G55340
OS02G0709400	AT1G55350
OS03G0807100	AT1G55360|AT3G13510
OS07G0205500	AT1G55360|AT3G13510
OS07G0573400	AT1G55360|AT3G13510
OS03G0748300	AT1G55370
OS01G0589200	AT1G55450|AT3G54150|AT3G61210|AT4G22530|AT5G10830
OS01G0716500	AT1G55450|AT3G54150|AT3G61210|AT4G22530|AT5G10830
OS03G0570300	AT1G55460|AT5G51795
OS07G0171100	AT1G55480
OS06G0114000	AT1G55490|AT3G13470
OS07G0170300	AT1G55500|AT3G13460
OS07G0170100	AT1G55510
OS03G0657000	AT1G55520|AT3G13445
OS12G0580300	AT1G55520|AT3G13445
OS05G0488800	AT1G55530|AT3G13430|AT4G26400|AT5G56340
OS03G0812200	AT1G55530|AT3G13430|AT4G26400|AT5G56340
OS07G0223700	AT1G55535|AT3G13420
OS07G0685400	AT1G55540
OS01G0816700	AT1G55560|AT1G55570|AT3G13390|AT3G13400
OS05G0485800	AT1G55560|AT1G55570|AT3G13390|AT3G13400
OS06G0610350	AT1G55580
OS02G0197300	AT1G55580
OS08G0499900	AT1G55590
OS03G0444900	AT1G55600
OS07G0596900	AT1G55600
OS09G0293500	AT1G55610|AT3G13380
OS08G0342300	AT1G55610|AT3G13380
OS08G0499200	AT1G55620
OS02G0720700	AT1G55620
OS10G0506000	AT1G55630|AT3G60050
OS09G0481200	AT1G55670
OS03G0386000	AT1G55680|AT3G13340|AT5G56190
OS09G0481100	AT1G55690
OS02G0721800	AT1G55690
OS08G0497300	AT1G55690
OS02G0138900	AT1G55720|AT1G55730|AT3G13320
OS12G0555400	AT1G55740
OS08G0495800	AT1G55740
OS08G0338200	AT1G55750|AT3G61420
OS08G0495500	AT1G55760
OS09G0479300	AT1G55790|AT1G55800
OS09G0479400	AT1G55790|AT1G55800
OS02G0273000	AT1G55810|AT4G26510
OS11G0265000	AT1G55810|AT4G26510
OS09G0261400	AT1G55820|AT3G13222
OS02G0200000	AT1G55840
OS09G0258000	AT1G55840
OS06G0607200	AT1G55840
OS02G0725300	AT1G55850
OS09G0478300	AT1G55850
OS09G0478100	AT1G55850
OS12G0428600	AT1G55860|AT1G70320
OS09G0252800	AT1G55860|AT1G70320
OS09G0252700	AT1G55860|AT1G70320
OS04G0467400	AT1G55870
OS03G0215800	AT1G55880
OS01G0785700	AT1G55890|AT3G13160
OS01G0762400	AT1G55900
OS05G0513200	AT1G55900
OS03G0411800	AT1G55910
OS06G0191200	AT1G55915
OS03G0196600	AT1G55920|AT3G13110
OS03G0185000	AT1G55920|AT3G13110
OS04G0440000	AT1G55928|AT2G27280|AT2G27285
OS03G0593200	AT1G55930|AT3G13070
OS11G0289700	AT1G55940|AT1G65670|AT1G78490|AT3G30290|AT3G44970|AT4G15300|AT4G15310|AT4G15393|AT4G15396|AT5G48000
OS04G0570500	AT1G55940|AT1G65670|AT1G78490|AT3G30290|AT3G44970|AT4G15300|AT4G15310|AT4G15393|AT4G15396|AT5G48000
OS10G0179200	AT1G55940|AT1G65670|AT1G78490|AT3G30290|AT3G44970|AT4G15300|AT4G15310|AT4G15393|AT4G15396|AT5G48000
OS02G0675400	AT1G55940|AT1G65670|AT1G78490|AT3G30290|AT3G44970|AT4G15300|AT4G15310|AT4G15393|AT4G15396|AT5G48000
OS04G0570600	AT1G55940|AT1G65670|AT1G78490|AT3G30290|AT3G44970|AT4G15300|AT4G15310|AT4G15393|AT4G15396|AT5G48000
OS03G0658800	AT1G55940|AT1G65670|AT1G78490|AT3G30290|AT3G44970|AT4G15300|AT4G15310|AT4G15393|AT4G15396|AT5G48000
OS04G0570000	AT1G55940|AT1G65670|AT1G78490|AT3G30290|AT3G44970|AT4G15300|AT4G15310|AT4G15393|AT4G15396|AT5G48000
OS02G0468400	AT1G55960|AT3G13062
OS03G0784000	AT1G55980|AT1G56000
OS06G0675600	AT1G56010|AT3G12977
OS12G0610600	AT1G56010|AT3G12977
OS08G0200600	AT1G56010|AT3G12977
OS06G0675200	AT1G56020|AT1G79060|AT3G12970
OS12G0610300	AT1G56020|AT1G79060|AT3G12970
OS02G0165500	AT1G56020|AT1G79060|AT3G12970
OS01G0888022	AT1G56020|AT1G79060|AT3G12970
OS04G0118400	AT1G56070|AT3G12915
OS02G0519900	AT1G56070|AT3G12915
OS01G0742200	AT1G56070|AT3G12915
OS04G0616100	AT1G56090
OS03G0352300	AT1G56110|AT3G12860
OS07G0661800	AT1G56110|AT3G12860
OS05G0263100	AT1G56120|AT1G56130|AT1G56140|AT1G56145
OS05G0261700	AT1G56120|AT1G56130|AT1G56140|AT1G56145
OS05G0256100	AT1G56120|AT1G56130|AT1G56140|AT1G56145
OS05G0257100	AT1G56120|AT1G56130|AT1G56140|AT1G56145
OS04G0616300	AT1G56120|AT1G56130|AT1G56140|AT1G56145
OS08G0203700	AT1G56120|AT1G56130|AT1G56140|AT1G56145
OS08G0203600	AT1G56120|AT1G56130|AT1G56140|AT1G56145
OS05G0258400	AT1G56120|AT1G56130|AT1G56140|AT1G56145
OS08G0203400	AT1G56120|AT1G56130|AT1G56140|AT1G56145
OS04G0616600	AT1G56120|AT1G56130|AT1G56140|AT1G56145
OS04G0616400	AT1G56120|AT1G56130|AT1G56140|AT1G56145
OS08G0202300	AT1G56120|AT1G56130|AT1G56140|AT1G56145
OS05G0256500	AT1G56120|AT1G56130|AT1G56140|AT1G56145
OS08G0203300	AT1G56120|AT1G56130|AT1G56140|AT1G56145
OS04G0616500	AT1G56120|AT1G56130|AT1G56140|AT1G56145
OS04G0616200	AT1G56120|AT1G56130|AT1G56140|AT1G56145
OS04G0616700	AT1G56120|AT1G56130|AT1G56140|AT1G56145
OS02G0169000	AT1G56180
OS05G0496200	AT1G56190|AT3G12780
OS01G0800266	AT1G56190|AT3G12780
OS03G0342900	AT1G56220
OS01G0347100	AT1G56230
OS12G0556100	AT1G56280|AT3G05700|AT5G26990
OS03G0740700	AT1G56290
OS03G0300600	AT1G56300
OS05G0357100	AT1G56310
OS01G0253800	AT1G56320|AT5G49350
OS05G0355900	AT1G56320|AT5G49350
OS03G0304100	AT1G56320|AT5G49350
OS12G0560500	AT1G56345
OS03G0305700	AT1G56350
OS05G0403600	AT1G56380|AT1G61960|AT1G61970|AT1G61980|AT1G61990|AT1G62010|AT1G62085|AT1G62110|AT1G62120|AT1G62150|AT1G62490|AT3G46950|AT5G23930
OS07G0423000	AT1G56380|AT1G61960|AT1G61970|AT1G61980|AT1G61990|AT1G62010|AT1G62085|AT1G62110|AT1G62120|AT1G62150|AT1G62490|AT3G46950|AT5G23930
OS05G0413000	AT1G56380|AT1G61960|AT1G61970|AT1G61980|AT1G61990|AT1G62010|AT1G62085|AT1G62110|AT1G62120|AT1G62150|AT1G62490|AT3G46950|AT5G23930
OS05G0403400	AT1G56380|AT1G61960|AT1G61970|AT1G61980|AT1G61990|AT1G62010|AT1G62085|AT1G62110|AT1G62120|AT1G62150|AT1G62490|AT3G46950|AT5G23930
OS11G0703900	AT1G56410|AT3G09440|AT5G02490|AT5G02500
OS03G0821100	AT1G56410|AT3G09440|AT5G02490|AT5G02500
OS12G0560600	AT1G56420
OS03G0307000	AT1G56423
OS05G0129900	AT1G56440
OS09G0515200	AT1G56450
OS12G0561200	AT1G56460|AT2G47350
OS03G0811500	AT1G56460|AT2G47350
OS03G0311300	AT1G56500
OS05G0386900	AT1G56550|AT4G01220|AT4G01750|AT4G01770
OS01G0332100	AT1G56560
OS03G0314800	AT1G56560
OS11G0175300	AT1G56560
OS01G0299200	AT1G56570
OS05G0383100	AT1G56590
OS04G0494100	AT1G56680|AT2G43570|AT2G43580|AT2G43590|AT2G43600|AT2G43610|AT2G43620|AT3G47540
OS04G0493400	AT1G56680|AT2G43570|AT2G43580|AT2G43590|AT2G43600|AT2G43610|AT2G43620|AT3G47540
OS02G0605900	AT1G56680|AT2G43570|AT2G43580|AT2G43590|AT2G43600|AT2G43610|AT2G43620|AT3G47540
OS03G0367900	AT1G56700
OS07G0639600	AT1G56700
OS09G0396300	AT1G56700
OS01G0250600	AT1G57540
OS05G0144000	AT1G57600
OS04G0443700	AT1G57680
OS01G0885200	AT1G57680
OS03G0841900	AT1G57770
OS05G0102600	AT1G57800|AT1G57820|AT1G66040|AT1G66050|AT4G08590|AT5G39550
OS04G0289800	AT1G57800|AT1G57820|AT1G66040|AT1G66050|AT4G08590|AT5G39550
OS06G0355500	AT1G58025
OS08G0109500	AT1G58025
OS10G0437100	AT1G58030|AT5G36940
OS12G0623500	AT1G58030|AT5G36940
OS03G0654400	AT1G58030|AT5G36940
OS11G0195800	AT1G58070
OS12G0182100	AT1G58070
OS11G0175700	AT1G58100
OS12G0173300	AT1G58100
OS11G0218000	AT1G58110
OS12G0194600	AT1G58110
OS07G0620600	AT1G58120
OS09G0464000	AT1G58180
OS03G0432900	AT1G58200
OS06G0678650	AT1G58230
OS06G0678651	AT1G58230
OS02G0162733	AT1G58230
OS03G0681300	AT1G58250|AT5G49680
OS03G0681201	AT1G58250|AT5G49680
OS03G0570100	AT1G58265|AT5G05260|AT5G35917|AT5G35920
OS04G0171800	AT1G58265|AT5G05260|AT5G35917|AT5G35920
OS04G0174100	AT1G58265|AT5G05260|AT5G35917|AT5G35920
OS04G0171600	AT1G58265|AT5G05260|AT5G35917|AT5G35920
OS06G0603000	AT1G58300|AT1G69720|AT2G26670
OS07G0207400	AT1G58380|AT1G58684|AT1G58983|AT1G59359|AT2G41840|AT3G57490
OS03G0807800	AT1G58380|AT1G58684|AT1G58983|AT1G59359|AT2G41840|AT3G57490
OS03G0231700	AT1G58440
OS03G0231800	AT1G58440
OS08G0525600	AT1G58450
OS07G0124600	AT1G58470
OS02G0316900	AT1G58766|AT1G59077
OS02G0633100	AT1G58766|AT1G59077
OS05G0569900	AT1G58766|AT1G59077
OS10G0102900	AT1G59520
OS04G0183100	AT1G59520
OS07G0248800	AT1G59520
OS12G0634500	AT1G59530
OS07G0647800	AT1G59560|AT1G63900
OS01G0593100	AT1G59600
OS07G0586000	AT1G59600
OS03G0802900	AT1G59640
OS07G0193800	AT1G59640
OS07G0191500	AT1G59720
OS11G0235200	AT1G59740
OS04G0441800	AT1G59740
OS04G0442000	AT1G59750
OS02G0557200	AT1G59750
OS12G0279000	AT1G59760
OS10G0412000	AT1G59820
OS10G0412050	AT1G59820
OS04G0650500	AT1G59840
OS10G0114300	AT1G59950|AT1G59960
OS10G0113723	AT1G59950|AT1G59960
OS03G0237100	AT1G59950|AT1G59960
OS10G0113100	AT1G59950|AT1G59960
OS10G0113000	AT1G59950|AT1G59960
OS10G0113900	AT1G59950|AT1G59960
OS02G0741100	AT1G59980
OS09G0383400	AT1G59990
OS02G0815200	AT1G60000
OS06G0233800	AT1G60060
OS02G0742700	AT1G60060
OS11G0311300	AT1G60080
OS09G0376900	AT1G60160
OS02G0730100	AT1G60170|AT1G70400
OS08G0416400	AT1G60200
OS01G0640800	AT1G60230
OS02G0767600	AT1G60360
OS03G0405500	AT1G60420
OS03G0405900	AT1G60420
OS02G0235000	AT1G60430
OS06G0207000	AT1G60440
OS06G0708200	AT1G60460
OS08G0307400	AT1G60490
OS05G0180600	AT1G60490
OS03G0260000	AT1G60500|AT1G60530
OS04G0129900	AT1G60500|AT1G60530
OS01G0662700	AT1G60550
OS09G0309100	AT1G60560
OS03G0190100	AT1G60600
OS02G0723600	AT1G60620|AT1G60850
OS03G0295400	AT1G60620|AT1G60850
OS01G0505700	AT1G60640
OS03G0681900	AT1G60650
OS08G0386300	AT1G60660
OS09G0334600	AT1G60660
OS07G0190900	AT1G60700|AT1G75530
OS03G0800800	AT1G60700|AT1G75530
OS01G0675100	AT1G60740|AT1G65970|AT1G65980
OS04G0320200	AT1G60770
OS04G0508000	AT1G60790
OS01G0171000	AT1G60800
OS11G0636900	AT1G60830|AT1G60900
OS05G0461000	AT1G60970
OS01G0838800	AT1G60970
OS03G0659900	AT1G60995
OS08G0163100	AT1G61000
OS03G0577100	AT1G61000
OS03G0852900	AT1G61010
OS12G0535900	AT1G61040
OS04G0529700	AT1G61050
OS10G0495900	AT1G61065
OS04G0678200	AT1G61065
OS07G0462200	AT1G61065
OS03G0130300	AT1G61070|AT2G02100|AT2G02120|AT2G02130|AT2G02140
OS04G0189400	AT1G61070|AT2G02100|AT2G02120|AT2G02130|AT2G02140
OS04G0189800	AT1G61070|AT2G02100|AT2G02120|AT2G02130|AT2G02140
OS04G0522100	AT1G61070|AT2G02100|AT2G02120|AT2G02130|AT2G02140
OS02G0629800	AT1G61070|AT2G02100|AT2G02120|AT2G02130|AT2G02140
OS07G0566500	AT1G61110
OS07G0565300	AT1G61215
OS03G0676300	AT1G61255|AT4G21620
OS12G0634700	AT1G61255|AT4G21620
OS12G0244400	AT1G61270|AT3G01760
OS10G0569100	AT1G61280|AT2G39445
OS03G0640300	AT1G61280|AT2G39445
OS07G0561300	AT1G61340
OS06G0683950	AT1G61350
OS07G0560300	AT1G61350
OS02G0160250	AT1G61350
OS03G0740800	AT1G61410|AT3G23100
OS05G0275600	AT1G61415|AT1G61450
OS02G0197600	AT1G61520
OS04G0581300	AT1G61570
OS01G0932550	AT1G61570
OS02G0682600	AT1G61570
OS12G0167900	AT1G61580
OS11G0168200	AT1G61580
OS03G0364400	AT1G61590
OS08G0413200	AT1G61600
OS08G0414000	AT1G61600
OS08G0413500	AT1G61600
OS08G0412800	AT1G61600
OS08G0412700	AT1G61600
OS08G0413100	AT1G61600
OS07G0550900	AT1G61610|AT4G21390
OS07G0551300	AT1G61610|AT4G21390
OS03G0279900	AT1G61620
OS07G0557100	AT1G61630|AT4G05110|AT4G05120|AT4G05130|AT4G05140
OS07G0557200	AT1G61630|AT4G05110|AT4G05120|AT4G05130|AT4G05140
OS07G0557400	AT1G61630|AT4G05110|AT4G05120|AT4G05130|AT4G05140
OS04G0631600	AT1G61660
OS08G0179400	AT1G61660
OS01G0784900	AT1G61660
OS10G0489500	AT1G61680
OS02G0121700	AT1G61680
OS03G0669800	AT1G61690
OS04G0630400	AT1G61720
OS04G0631000	AT1G61720
OS04G0630800	AT1G61720
OS04G0630100	AT1G61720
OS04G0630600	AT1G61720
OS04G0630300	AT1G61720
OS10G0477900	AT1G61720
OS04G0630900	AT1G61720
OS07G0531500	AT1G61760|AT4G05220
OS12G0258200	AT1G61770
OS08G0190800	AT1G61780
OS06G0681300	AT1G61795|AT4G04900|AT4G21745
OS08G0187800	AT1G61800|AT4G03950|AT5G54800
OS04G0513100	AT1G61810|AT1G61820
OS07G0520900	AT1G61850
OS09G0572600	AT1G61860
OS01G0789200	AT1G61860
OS05G0498900	AT1G61860
OS07G0102300	AT1G61900
OS03G0351400	AT1G61940|AT2G47900
OS03G0348500	AT1G61940|AT2G47900
OS07G0667000	AT1G61940|AT2G47900
OS07G0515100	AT1G61950|AT4G04695|AT4G04700|AT4G04720|AT4G04740|AT4G21940
OS09G0127800	AT1G62020|AT2G21390
OS03G0711400	AT1G62020|AT2G21390
OS04G0624000	AT1G62040
OS08G0191600	AT1G62040
OS07G0509800	AT1G62180|AT4G04610|AT4G21990
OS08G0187900	AT1G62190|AT2G22890|AT4G27030
OS03G0719900	AT1G62200|AT2G02020|AT2G02040
OS03G0744700	AT1G62250
OS06G0228900	AT1G62260
OS01G0247700	AT1G62262|AT1G62280
OS05G0269200	AT1G62262|AT1G62280
OS05G0567200	AT1G62300|AT4G04450|AT4G22070
OS01G0246700	AT1G62300|AT4G04450|AT4G22070
OS04G0543700	AT1G62340
OS03G0297700	AT1G62350
OS09G0135400	AT1G62390
OS03G0588400	AT1G62400
OS06G0636600	AT1G62400
OS06G0519400	AT1G62410|AT2G24050|AT4G30680|AT5G57870
OS06G0520600	AT1G62410|AT2G24050|AT4G30680|AT5G57870
OS10G0327300	AT1G62430|AT4G22340
OS01G0758400	AT1G62430|AT4G22340
OS10G0554001	AT1G62520
OS02G0661600	AT1G62520
OS08G0510400	AT1G62610|AT1G63380|AT2G17845|AT3G46170|AT3G55290|AT3G55310
OS04G0643300	AT1G62640
OS02G0644000	AT1G62710
OS04G0537900	AT1G62710
OS06G0104100	AT1G62730
OS04G0538100	AT1G62750
OS04G0538166	AT1G62750
OS10G0508700	AT1G62760
OS04G0106000	AT1G62770|AT4G12390
OS06G0711800	AT1G62770|AT4G12390
OS04G0105700	AT1G62780
OS06G0686400	AT1G62790
OS02G0755200	AT1G62830
OS03G0249200	AT1G62850
OS04G0310800	AT1G62940
OS06G0130400	AT1G62960
OS07G0620200	AT1G62970|AT5G09540|AT5G64360
OS09G0463700	AT1G62970|AT5G09540|AT5G64360
OS03G0392400	AT1G62970|AT5G09540|AT5G64360
OS10G0378450	AT1G62970|AT5G09540|AT5G64360
OS04G0580500	AT1G62981|AT4G11950|AT4G22900
OS03G0123500	AT1G62990
OS02G0678400	AT1G63000
OS04G0573000	AT1G63010|AT4G11810|AT4G22990
OS02G0678200	AT1G63010|AT4G11810|AT4G22990
OS09G0555200	AT1G63020
OS11G0533400	AT1G63060
OS06G0127800	AT1G63100
OS04G0569000	AT1G63160
OS05G0494900	AT1G63210|AT1G65440
OS04G0531100	AT1G63220
OS02G0640000	AT1G63220
OS04G0682100	AT1G63220
OS02G0826100	AT1G63250|AT2G07750
OS10G0503600	AT1G63260
OS04G0627200	AT1G63270
OS09G0505700	AT1G63290|AT3G01850
OS10G0504600	AT1G63300|AT5G41140
OS07G0672600	AT1G63410
OS01G0931700	AT1G63410
OS01G0931600	AT1G63410
OS04G0683600	AT1G63430|AT5G41180
OS04G0556000	AT1G63440
OS02G0824300	AT1G63470|AT1G63480
OS06G0731600	AT1G63490
OS04G0684200	AT1G63500|AT5G41260
OS10G0550750	AT1G63520|AT4G11450
OS03G0105800	AT1G63520|AT4G11450
OS02G0833400	AT1G63610
OS06G0554700	AT1G63640|AT5G41310
OS02G0229600	AT1G63640|AT5G41310
OS01G0744000	AT1G63640|AT5G41310
OS05G0521300	AT1G63640|AT5G41310
OS04G0557500	AT1G63650|AT4G00480|AT5G41315
OS01G0576100	AT1G63650|AT4G00480|AT5G41315
OS01G0577300	AT1G63650|AT4G00480|AT5G41315
OS04G0557800	AT1G63650|AT4G00480|AT5G41315
OS11G0258700	AT1G63650|AT4G00480|AT5G41315
OS04G0557200	AT1G63650|AT4G00480|AT5G41315
OS08G0326600	AT1G63660
OS10G0548900	AT1G63680
OS04G0559800	AT1G63700
OS02G0666300	AT1G63700
OS04G0560100	AT1G63710
OS02G0666500	AT1G63710
OS02G0822000	AT1G63720
OS08G0562700	AT1G63770
OS08G0155000	AT1G63780
OS10G0447100	AT1G63800|AT2G46030|AT5G41340
OS12G0166500	AT1G63810
OS03G0123600	AT1G63830|AT4G23470|AT5G41390
OS10G0535800	AT1G63830|AT4G23470|AT5G41390
OS02G0681200	AT1G63840|AT5G41400
OS04G0579200	AT1G63840|AT5G41400
OS06G0109100	AT1G63840|AT5G41400
OS04G0579700	AT1G63850
OS02G0120300	AT1G63855
OS08G0151300	AT1G63910
OS02G0109200	AT1G63930|AT4G11300|AT4G23530
OS08G0151800	AT1G63940
OS02G0680600	AT1G63970
OS03G0125300	AT1G63980
OS08G0156900	AT1G63990
OS01G0734000	AT1G64000|AT2G46130|AT5G41570
OS06G0164100	AT1G64040|AT4G11240
OS02G0265700	AT1G64050
OS01G0734466	AT1G64060|AT4G11230
OS05G0528000	AT1G64060|AT4G11230
OS01G0226200	AT1G64080
OS02G0265900	AT1G64090|AT4G11220|AT4G23630|AT5G41600
OS01G0226300	AT1G64090|AT4G11220|AT4G23630|AT5G41600
OS01G0736900	AT1G64090|AT4G11220|AT4G23630|AT5G41600
OS05G0526400	AT1G64090|AT4G11220|AT4G23630|AT5G41600
OS06G0503400	AT1G64090|AT4G11220|AT4G23630|AT5G41600
OS06G0523100	AT1G64140
OS01G0621900	AT1G64140
OS11G0223400	AT1G64140
OS02G0259100	AT1G64140
OS01G0221700	AT1G64150
OS07G0638500	AT1G64160|AT4G11180|AT4G11190|AT4G11210|AT4G23690
