Solyc11g008790.1	AT1G01020|AT4G01510
Solyc05g014120.1	AT1G24480
Solyc10g083390.1	AT1G24480
Solyc11g072930.1	AT1G24485|AT3G46240|AT3G46260|AT3G46270|AT3G46280
Solyc05g014050.2	AT1G24490
Solyc04g045410.1	AT1G24510
Solyc05g013990.2	AT1G24510
Solyc05g013880.1	AT1G24530
Solyc05g013780.2	AT1G24560
Solyc05g013650.2	AT1G24570|AT1G67850
Solyc05g013660.2	AT1G24570|AT1G67850
Solyc05g013560.2	AT1G24577|AT1G67910
Solyc05g013540.1	AT1G24590
Solyc01g005380.2	AT1G24610
Solyc01g005370.2	AT1G24620
Solyc04g008000.2	AT1G24620
Solyc01g005130.2	AT1G24625
Solyc05g017890.2	AT1G24706
Solyc09g082660.2	AT1G24735|AT1G67980|AT1G67990
Solyc07g008850.2	AT1G24793|AT1G24880|AT1G25054|AT1G25145|AT1G25210
Solyc12g010180.1	AT1G24807|AT1G24909|AT1G25083|AT1G25155|AT1G25220|AT5G57890
Solyc01g005060.2	AT1G25250|AT1G68130|AT2G01940
Solyc01g104470.2	AT1G25260
Solyc11g005350.1	AT1G25270|AT1G68170
Solyc01g104670.2	AT1G25280
Solyc10g046970.1	AT1G25280
Solyc01g104250.2	AT1G25290
Solyc05g008860.2	AT1G25320|AT2G01210
Solyc04g007300.2	AT1G25330
Solyc05g009230.1	AT1G25340|AT1G68320
Solyc05g009220.2	AT1G25350
Solyc04g082870.1	AT1G25360
Solyc05g009140.2	AT1G25375
Solyc05g009020.2	AT1G25380
Solyc05g008980.2	AT1G25390
Solyc05g008940.2	AT1G25390
Solyc05g008930.2	AT1G25390
Solyc05g010530.2	AT1G25390
Solyc05g009010.1	AT1G25390
Solyc05g008950.2	AT1G25390
Solyc04g007390.2	AT1G25390
Solyc05g008960.2	AT1G25390
Solyc05g008970.1	AT1G25390
Solyc05g008990.2	AT1G25390
Solyc05g009420.1	AT1G25400|AT1G68440
Solyc04g007250.1	AT1G25400|AT1G68440
Solyc05g009410.1	AT1G25410|AT1G68460|AT3G19160|AT4G24650
Solyc04g007240.1	AT1G25410|AT1G68460|AT3G19160|AT4G24650
Solyc04g007230.2	AT1G25420
Solyc05g009280.2	AT1G25450|AT1G68530
Solyc05g009270.2	AT1G25450|AT1G68530
Solyc01g068080.2	AT1G25460|AT1G68540
Solyc05g009450.1	AT1G25470|AT1G68550|AT3G25890
Solyc04g007180.1	AT1G25470|AT1G68550|AT3G25890
Solyc06g072920.1	AT1G25480|AT1G68600|AT2G17470
Solyc03g096820.2	AT1G25480|AT1G68600|AT2G17470
Solyc06g072910.2	AT1G25480|AT1G68600|AT2G17470
Solyc05g009670.2	AT1G25500
Solyc05g009680.1	AT1G25510
Solyc05g009690.2	AT1G25520|AT1G68650
Solyc05g009700.2	AT1G25530
Solyc05g009710.2	AT1G25540
Solyc12g070100.1	AT1G25540
Solyc05g009800.2	AT1G25570
Solyc05g009840.2	AT1G25580
Solyc05g009910.2	AT1G25682|AT1G25988
Solyc05g009920.2	AT1G26090
Solyc05g009950.2	AT1G26100
Solyc05g009980.2	AT1G26110
Solyc05g010050.2	AT1G26120
Solyc05g010130.1	AT1G26140|AT1G68700|AT3G25597
Solyc04g006930.2	AT1G26150|AT1G68690
Solyc01g010030.2	AT1G26150|AT1G68690
Solyc05g010140.2	AT1G26150|AT1G68690
Solyc05g010150.2	AT1G26160
Solyc05g010160.2	AT1G26170
Solyc00g127670.1	AT1G26180
Solyc04g005150.2	AT1G26190
Solyc04g005140.2	AT1G26190
Solyc05g010340.2	AT1G26190
Solyc05g010250.1	AT1G26220
Solyc05g010240.2	AT1G26230
Solyc12g036070.1	AT1G26240|AT4G08370
Solyc01g010130.2	AT1G26260|AT1G68920
Solyc04g005220.1	AT1G26260|AT1G68920
Solyc05g010610.2	AT1G26260|AT1G68920
Solyc04g013200.1	AT1G26290
Solyc12g038630.1	AT1G26300|AT1G69030
Solyc03g114740.2	AT1G26300|AT1G69030
Solyc05g056620.1	AT1G26310|AT1G69120
Solyc03g007200.1	AT1G26320|AT3G03080|AT3G59845|AT5G16960|AT5G16970|AT5G16980|AT5G16990|AT5G17000|AT5G37940|AT5G37980|AT5G38000
Solyc12g010960.1	AT1G26320|AT3G03080|AT3G59845|AT5G16960|AT5G16970|AT5G16980|AT5G16990|AT5G17000|AT5G37940|AT5G37980|AT5G38000
Solyc01g080030.1	AT1G26320|AT3G03080|AT3G59845|AT5G16960|AT5G16970|AT5G16980|AT5G16990|AT5G17000|AT5G37940|AT5G37980|AT5G38000
Solyc12g096760.1	AT1G26320|AT3G03080|AT3G59845|AT5G16960|AT5G16970|AT5G16980|AT5G16990|AT5G17000|AT5G37940|AT5G37980|AT5G38000
Solyc06g063040.1	AT1G26320|AT3G03080|AT3G59845|AT5G16960|AT5G16970|AT5G16980|AT5G16990|AT5G17000|AT5G37940|AT5G37980|AT5G38000
Solyc12g010970.1	AT1G26320|AT3G03080|AT3G59845|AT5G16960|AT5G16970|AT5G16980|AT5G16990|AT5G17000|AT5G37940|AT5G37980|AT5G38000
Solyc12g010950.1	AT1G26320|AT3G03080|AT3G59845|AT5G16960|AT5G16970|AT5G16980|AT5G16990|AT5G17000|AT5G37940|AT5G37980|AT5G38000
Solyc05g012060.2	AT1G26330
Solyc05g012080.2	AT1G26340
Solyc05g012160.2	AT1G26355|AT1G69230
Solyc01g010270.2	AT1G26355|AT1G69230
Solyc05g012180.2	AT1G26360|AT1G69240
Solyc09g008120.2	AT1G26370
Solyc05g012330.2	AT1G26440|AT2G03520
Solyc04g005410.1	AT1G26440|AT2G03520
Solyc05g012310.2	AT1G26440|AT2G03520
Solyc01g010290.2	AT1G26440|AT2G03520
Solyc05g012390.2	AT1G26460
Solyc05g012400.2	AT1G26470
Solyc05g012410.1	AT1G26470
Solyc05g012420.2	AT1G26480
Solyc01g010360.2	AT1G26480
Solyc05g012460.2	AT1G26520
Solyc03g121130.2	AT1G26530|AT2G46230
Solyc12g036200.1	AT1G26550
Solyc01g010390.2	AT1G26560
Solyc06g069550.1	AT1G26570|AT3G01010|AT3G29360|AT5G15490|AT5G39320
Solyc02g088690.2	AT1G26570|AT3G01010|AT3G29360|AT5G15490|AT5G39320
Solyc02g067080.2	AT1G26570|AT3G01010|AT3G29360|AT5G15490|AT5G39320
Solyc03g115380.1	AT1G26570|AT3G01010|AT3G29360|AT5G15490|AT5G39320
Solyc03g065350.1	AT1G26570|AT3G01010|AT3G29360|AT5G15490|AT5G39320
Solyc04g005440.1	AT1G26590|AT1G26610
Solyc05g012490.1	AT1G26590|AT1G26610
Solyc01g010410.2	AT1G26590|AT1G26610
Solyc04g005520.2	AT1G26640
Solyc05g012870.1	AT1G26650|AT1G69430
Solyc01g010990.2	AT1G26650|AT1G69430
Solyc05g012930.2	AT1G26660
Solyc08g065160.2	AT1G26665|AT5G41910
Solyc05g013050.2	AT1G26670
Solyc08g006200.1	AT1G26680|AT2G24645|AT2G24650|AT2G24680|AT2G24681|AT2G24690|AT2G24696|AT2G24700|AT4G00260|AT4G31610|AT4G31615|AT4G31620|AT4G31630|AT4G31640|AT4G31650|AT4G31660|AT4G31680|AT4G31690|AT5G32460
Solyc08g006230.2	AT1G26680|AT2G24645|AT2G24650|AT2G24680|AT2G24681|AT2G24690|AT2G24696|AT2G24700|AT4G00260|AT4G31610|AT4G31615|AT4G31620|AT4G31630|AT4G31640|AT4G31650|AT4G31660|AT4G31680|AT4G31690|AT5G32460
Solyc08g006240.1	AT1G26680|AT2G24645|AT2G24650|AT2G24680|AT2G24681|AT2G24690|AT2G24696|AT2G24700|AT4G00260|AT4G31610|AT4G31615|AT4G31620|AT4G31630|AT4G31640|AT4G31650|AT4G31660|AT4G31680|AT4G31690|AT5G32460
Solyc08g006190.1	AT1G26680|AT2G24645|AT2G24650|AT2G24680|AT2G24681|AT2G24690|AT2G24696|AT2G24700|AT4G00260|AT4G31610|AT4G31615|AT4G31620|AT4G31630|AT4G31640|AT4G31650|AT4G31660|AT4G31680|AT4G31690|AT5G32460
Solyc08g006220.2	AT1G26680|AT2G24645|AT2G24650|AT2G24680|AT2G24681|AT2G24690|AT2G24696|AT2G24700|AT4G00260|AT4G31610|AT4G31615|AT4G31620|AT4G31630|AT4G31640|AT4G31650|AT4G31660|AT4G31680|AT4G31690|AT5G32460
Solyc08g006280.1	AT1G26680|AT2G24645|AT2G24650|AT2G24680|AT2G24681|AT2G24690|AT2G24696|AT2G24700|AT4G00260|AT4G31610|AT4G31615|AT4G31620|AT4G31630|AT4G31640|AT4G31650|AT4G31660|AT4G31680|AT4G31690|AT5G32460
Solyc08g006210.1	AT1G26680|AT2G24645|AT2G24650|AT2G24680|AT2G24681|AT2G24690|AT2G24696|AT2G24700|AT4G00260|AT4G31610|AT4G31615|AT4G31620|AT4G31630|AT4G31640|AT4G31650|AT4G31660|AT4G31680|AT4G31690|AT5G32460
Solyc08g006490.1	AT1G26680|AT2G24645|AT2G24650|AT2G24680|AT2G24681|AT2G24690|AT2G24696|AT2G24700|AT4G00260|AT4G31610|AT4G31615|AT4G31620|AT4G31630|AT4G31640|AT4G31650|AT4G31660|AT4G31680|AT4G31690|AT5G32460
Solyc02g055370.2	AT1G26680|AT2G24645|AT2G24650|AT2G24680|AT2G24681|AT2G24690|AT2G24696|AT2G24700|AT4G00260|AT4G31610|AT4G31615|AT4G31620|AT4G31630|AT4G31640|AT4G31650|AT4G31660|AT4G31680|AT4G31690|AT5G32460
Solyc08g006260.1	AT1G26680|AT2G24645|AT2G24650|AT2G24680|AT2G24681|AT2G24690|AT2G24696|AT2G24700|AT4G00260|AT4G31610|AT4G31615|AT4G31620|AT4G31630|AT4G31640|AT4G31650|AT4G31660|AT4G31680|AT4G31690|AT5G32460
Solyc08g006270.1	AT1G26680|AT2G24645|AT2G24650|AT2G24680|AT2G24681|AT2G24690|AT2G24696|AT2G24700|AT4G00260|AT4G31610|AT4G31615|AT4G31620|AT4G31630|AT4G31640|AT4G31650|AT4G31660|AT4G31680|AT4G31690|AT5G32460
Solyc07g063260.2	AT1G26700|AT5G53760
Solyc04g005590.2	AT1G26740|AT1G69485
Solyc05g013190.2	AT1G26740|AT1G69485
Solyc07g017410.2	AT1G26750
Solyc05g007760.1	AT1G26760
Solyc05g007680.1	AT1G26761
Solyc01g010890.2	AT1G26770|AT1G69530|AT2G03090
Solyc05g007830.2	AT1G26770|AT1G69530|AT2G03090
Solyc05g007870.1	AT1G26780|AT1G69560
Solyc05g007900.2	AT1G26800
Solyc05g007930.2	AT1G26810
Solyc01g010820.2	AT1G26830|AT1G69670
Solyc05g007450.2	AT1G26840
Solyc01g010870.2	AT1G26850
Solyc05g007490.2	AT1G26850
Solyc05g007550.1	AT1G26870
Solyc06g069860.2	AT1G26880|AT1G69620|AT3G28900
Solyc01g010510.2	AT1G26900
Solyc05g007240.1	AT1G26920|AT1G69760
Solyc01g010590.2	AT1G26940
Solyc04g005660.2	AT1G26945
Solyc01g010600.2	AT1G26960|AT1G69780
Solyc05g007180.2	AT1G26960|AT1G69780
Solyc08g005230.2	AT1G27000|AT2G02730
Solyc03g113250.2	AT1G27040|AT1G69850
Solyc05g006990.2	AT1G27040|AT1G69850
Solyc04g005790.2	AT1G27040|AT1G69850
Solyc05g007000.2	AT1G27040|AT1G69850
Solyc05g006960.2	AT1G27050
Solyc05g006940.2	AT1G27060
Solyc01g010470.2	AT1G27070
Solyc05g006930.2	AT1G27070
Solyc05g006900.1	AT1G27090
Solyc01g010440.2	AT1G27090
Solyc11g045360.1	AT1G27100|AT1G59710|AT1G69890|AT1G69900
Solyc02g067510.2	AT1G27100|AT1G59710|AT1G69890|AT1G69900
Solyc01g010420.2	AT1G27100|AT1G59710|AT1G69890|AT1G69900
Solyc05g006760.2	AT1G27110|AT1G27150
Solyc03g071520.1	AT1G27120
Solyc05g006620.2	AT1G27170|AT1G27180
Solyc05g006570.1	AT1G27190|AT1G69990
Solyc05g006560.1	AT1G27200
Solyc05g006550.2	AT1G27210|AT1G59850
Solyc05g015710.2	AT1G27290
Solyc04g024430.2	AT1G27290
Solyc05g015640.2	AT1G27300
Solyc02g094200.2	AT1G27310
Solyc05g015630.2	AT1G27310
Solyc02g068150.2	AT1G27310
Solyc05g015610.2	AT1G27320
Solyc05g015530.2	AT1G27330|AT1G27350
Solyc05g015520.2	AT1G27340
Solyc05g015510.2	AT1G27360|AT1G27370|AT5G43270
Solyc04g045560.2	AT1G27360|AT1G27370|AT5G43270
Solyc04g045580.2	AT1G27385
Solyc02g068130.2	AT1G27390
Solyc02g094140.2	AT1G27390
Solyc06g071880.2	AT1G27400|AT1G67430
Solyc03g111230.2	AT1G27400|AT1G67430
Solyc06g071870.2	AT1G27400|AT1G67430
Solyc07g053210.2	AT1G27410
Solyc01g009850.2	AT1G27435
Solyc04g077970.2	AT1G27450
Solyc04g077830.2	AT1G27460
Solyc04g077740.1	AT1G27461
Solyc04g077680.2	AT1G27470|AT4G07410
Solyc12g088290.1	AT1G27470|AT4G07410
Solyc05g050710.2	AT1G27480
Solyc03g114320.2	AT1G27500
Solyc06g071430.2	AT1G27510
Solyc03g113900.2	AT1G27520
Solyc04g076890.2	AT1G27530
Solyc04g076910.2	AT1G27570|AT1G27590|AT1G27595
Solyc04g076900.1	AT1G27570|AT1G27590|AT1G27595
Solyc04g076920.2	AT1G27600
Solyc04g080720.2	AT1G27620
Solyc07g032480.2	AT1G27630
Solyc04g080710.2	AT1G27660
Solyc07g019440.2	AT1G27680
Solyc04g078190.2	AT1G27690
Solyc12g088440.1	AT1G27700
Solyc04g078130.2	AT1G27700
Solyc04g078050.2	AT1G27720|AT5G43130
Solyc04g077980.1	AT1G27730|AT5G04340|AT5G43170
Solyc12g088380.1	AT1G27740|AT5G43175
Solyc04g077960.1	AT1G27740|AT5G43175
Solyc04g077940.2	AT1G27750
Solyc04g077950.2	AT1G27750
Solyc04g077930.2	AT1G27752
Solyc12g088370.1	AT1G27760
Solyc04g077920.2	AT1G27760
Solyc04g077870.2	AT1G27770
Solyc05g014640.2	AT1G27850
Solyc05g014690.1	AT1G27880
Solyc05g015040.2	AT1G27900
Solyc05g015320.2	AT1G27920
Solyc07g015920.1	AT1G27930|AT1G67330
Solyc05g015490.2	AT1G27950
Solyc05g015860.2	AT1G27980
Solyc05g015890.2	AT1G27990
Solyc01g095820.2	AT1G28040|AT2G25410|AT2G46493|AT2G46494|AT2G46495|AT5G36001
Solyc01g095840.1	AT1G28040|AT2G25410|AT2G46493|AT2G46494|AT2G46495|AT5G36001
Solyc01g095830.2	AT1G28040|AT2G25410|AT2G46493|AT2G46494|AT2G46495|AT5G36001
Solyc01g095810.2	AT1G28040|AT2G25410|AT2G46493|AT2G46494|AT2G46495|AT5G36001
Solyc01g095850.1	AT1G28040|AT2G25410|AT2G46493|AT2G46494|AT2G46495|AT5G36001
Solyc01g095860.2	AT1G28040|AT2G25410|AT2G46493|AT2G46494|AT2G46495|AT5G36001
Solyc05g024010.2	AT1G28050|AT2G33500
Solyc05g054880.2	AT1G28060|AT3G55930|AT3G56790
Solyc06g036580.2	AT1G28060|AT3G55930|AT3G56790
Solyc01g009770.2	AT1G28070|AT2G33510
Solyc01g009720.1	AT1G28080|AT5G13250
Solyc01g009670.2	AT1G28090
Solyc12g041880.1	AT1G28100
Solyc03g118370.2	AT1G28110|AT2G33530
Solyc04g045480.2	AT1G28120
Solyc05g012700.2	AT1G28140
Solyc03g019880.2	AT1G28150
Solyc11g045680.1	AT1G28160
Solyc11g045690.1	AT1G28160
Solyc07g021540.2	AT1G28200
Solyc01g081330.2	AT1G28210
Solyc07g008440.2	AT1G28220|AT1G28230|AT2G33750
Solyc12g087880.1	AT1G28220|AT1G28230|AT2G33750
Solyc04g074880.2	AT1G28220|AT1G28230|AT2G33750
Solyc04g074870.2	AT1G28220|AT1G28230|AT2G33750
Solyc06g035420.1	AT1G28220|AT1G28230|AT2G33750
Solyc12g087870.1	AT1G28220|AT1G28230|AT2G33750
Solyc01g014220.1	AT1G28240
Solyc02g078180.2	AT1G28240
Solyc03g006430.2	AT1G28240
Solyc09g057600.1	AT1G28240
Solyc10g009050.2	AT1G28240
Solyc03g079860.1	AT1G28240
Solyc09g057590.2	AT1G28240
Solyc02g078010.2	AT1G28250
Solyc02g078020.2	AT1G28260
Solyc07g063030.1	AT1G28270|AT2G33775
Solyc12g005460.1	AT1G28270|AT2G33775
Solyc02g078030.1	AT1G28280|AT2G33780
Solyc02g078040.2	AT1G28290|AT2G33790|AT2G34700
Solyc02g078100.2	AT1G28290|AT2G33790|AT2G34700
Solyc02g078050.2	AT1G28290|AT2G33790|AT2G34700
Solyc02g078060.1	AT1G28290|AT2G33790|AT2G34700
Solyc02g077950.1	AT1G28310
Solyc02g077900.2	AT1G28320
Solyc03g006360.2	AT1G28330|AT2G33830|AT5G44300
Solyc02g077880.2	AT1G28330|AT2G33830|AT5G44300
Solyc03g006330.2	AT1G28340
Solyc02g077850.2	AT1G28340
Solyc01g109360.2	AT1G28350|AT2G33840
Solyc02g077840.1	AT1G28360
Solyc02g077780.2	AT1G28380
Solyc04g075000.1	AT1G28390
Solyc02g077730.2	AT1G28395|AT2G33847
Solyc10g009130.2	AT1G28395|AT2G33847
Solyc03g006310.2	AT1G28395|AT2G33847
Solyc02g077690.2	AT1G28410
Solyc02g077660.2	AT1G28420
Solyc03g006300.1	AT1G28440
Solyc02g077630.2	AT1G28440
Solyc07g053590.2	AT1G28470
Solyc02g077610.2	AT1G28470
Solyc12g089150.1	AT1G28490
Solyc02g077450.2	AT1G28520
Solyc10g008880.2	AT1G28520
Solyc03g006280.2	AT1G28530
Solyc10g008850.1	AT1G28540
Solyc10g009000.2	AT1G28560
Solyc10g008720.2	AT1G28570|AT1G28580|AT1G28590|AT1G28600|AT1G28610|AT1G28640|AT1G28650|AT1G28660|AT1G28670|AT1G31550|AT2G27360
Solyc03g006250.2	AT1G28570|AT1G28580|AT1G28590|AT1G28600|AT1G28610|AT1G28640|AT1G28650|AT1G28660|AT1G28670|AT1G31550|AT2G27360
Solyc02g077120.2	AT1G28570|AT1G28580|AT1G28590|AT1G28600|AT1G28610|AT1G28640|AT1G28650|AT1G28660|AT1G28670|AT1G31550|AT2G27360
Solyc04g079720.2	AT1G28680
Solyc11g010260.1	AT1G28690
Solyc01g088790.2	AT1G28695|AT1G28700|AT1G28710
Solyc01g057090.2	AT1G28760
Solyc10g008770.2	AT1G28960|AT2G33980
Solyc10g039390.1	AT1G29000
Solyc04g039960.2	AT1G29020|AT1G29025|AT2G34020|AT2G34030
Solyc03g006260.2	AT1G29020|AT1G29025|AT2G34020|AT2G34030
Solyc02g077270.2	AT1G29020|AT1G29025|AT2G34020|AT2G34030
Solyc10g008800.2	AT1G29030|AT2G34040
Solyc07g064690.1	AT1G29040
Solyc03g006220.2	AT1G29050|AT2G34070
Solyc02g077080.2	AT1G29050|AT2G34070
Solyc04g074940.2	AT1G29060|AT4G14600
Solyc01g056780.2	AT1G29070
Solyc02g077040.2	AT1G29080|AT1G29090|AT1G29110|AT2G27420|AT2G34080|AT3G49340
Solyc02g077050.2	AT1G29080|AT1G29090|AT1G29110|AT2G27420|AT2G34080|AT3G49340
Solyc03g006210.1	AT1G29080|AT1G29090|AT1G29110|AT2G27420|AT2G34080|AT3G49340
Solyc02g076980.2	AT1G29080|AT1G29090|AT1G29110|AT2G27420|AT2G34080|AT3G49340
Solyc02g076870.2	AT1G29120
Solyc11g020720.1	AT1G29120
Solyc12g014240.1	AT1G29140|AT4G18596|AT5G45880
Solyc02g076860.2	AT1G29140|AT4G18596|AT5G45880
Solyc10g007270.2	AT1G29140|AT4G18596|AT5G45880
Solyc07g062560.2	AT1G29140|AT4G18596|AT5G45880
Solyc03g006170.2	AT1G29140|AT4G18596|AT5G45880
Solyc05g013030.1	AT1G29150
Solyc02g076850.1	AT1G29160|AT2G34140
Solyc02g076840.2	AT1G29170|AT2G34150|AT4G18600
Solyc03g006160.1	AT1G29195
Solyc02g076800.1	AT1G29195
Solyc02g072490.2	AT1G29200
Solyc02g072510.2	AT1G29220
Solyc02g076680.2	AT1G29240|AT2G34170|AT4G18630|AT5G45850
Solyc06g068050.2	AT1G29250|AT2G34160
Solyc03g062940.2	AT1G29260
Solyc03g006040.2	AT1G29270
Solyc02g072140.1	AT1G29300
Solyc08g008160.2	AT1G29320
Solyc02g072120.2	AT1G29330
Solyc02g072080.1	AT1G29340
Solyc03g005750.2	AT1G29350|AT1G29370
Solyc02g071180.2	AT1G29350|AT1G29370
Solyc02g071200.2	AT1G29380
Solyc02g071210.2	AT1G29390|AT1G29395
Solyc02g071270.1	AT1G29400|AT4G18120
Solyc10g052590.1	AT1G29420|AT1G29430|AT1G29440|AT1G29450|AT1G29460|AT1G29490|AT1G29500|AT1G29510|AT5G27780
Solyc11g011690.1	AT1G29420|AT1G29430|AT1G29440|AT1G29450|AT1G29460|AT1G29490|AT1G29500|AT1G29510|AT5G27780
Solyc10g052570.1	AT1G29420|AT1G29430|AT1G29440|AT1G29450|AT1G29460|AT1G29490|AT1G29500|AT1G29510|AT5G27780
Solyc11g011660.1	AT1G29420|AT1G29430|AT1G29440|AT1G29450|AT1G29460|AT1G29490|AT1G29500|AT1G29510|AT5G27780
Solyc11g011730.1	AT1G29420|AT1G29430|AT1G29440|AT1G29450|AT1G29460|AT1G29490|AT1G29500|AT1G29510|AT5G27780
Solyc10g052530.1	AT1G29420|AT1G29430|AT1G29440|AT1G29450|AT1G29460|AT1G29490|AT1G29500|AT1G29510|AT5G27780
Solyc04g053030.1	AT1G29420|AT1G29430|AT1G29440|AT1G29450|AT1G29460|AT1G29490|AT1G29500|AT1G29510|AT5G27780
Solyc04g053020.1	AT1G29420|AT1G29430|AT1G29440|AT1G29450|AT1G29460|AT1G29490|AT1G29500|AT1G29510|AT5G27780
Solyc04g052990.1	AT1G29420|AT1G29430|AT1G29440|AT1G29450|AT1G29460|AT1G29490|AT1G29500|AT1G29510|AT5G27780
Solyc11g011630.1	AT1G29420|AT1G29430|AT1G29440|AT1G29450|AT1G29460|AT1G29490|AT1G29500|AT1G29510|AT5G27780
Solyc11g011710.1	AT1G29420|AT1G29430|AT1G29440|AT1G29450|AT1G29460|AT1G29490|AT1G29500|AT1G29510|AT5G27780
Solyc04g052910.1	AT1G29420|AT1G29430|AT1G29440|AT1G29450|AT1G29460|AT1G29490|AT1G29500|AT1G29510|AT5G27780
Solyc04g052960.1	AT1G29420|AT1G29430|AT1G29440|AT1G29450|AT1G29460|AT1G29490|AT1G29500|AT1G29510|AT5G27780
Solyc10g052560.1	AT1G29420|AT1G29430|AT1G29440|AT1G29450|AT1G29460|AT1G29490|AT1G29500|AT1G29510|AT5G27780
Solyc10g052550.1	AT1G29420|AT1G29430|AT1G29440|AT1G29450|AT1G29460|AT1G29490|AT1G29500|AT1G29510|AT5G27780
Solyc04g052980.1	AT1G29420|AT1G29430|AT1G29440|AT1G29450|AT1G29460|AT1G29490|AT1G29500|AT1G29510|AT5G27780
Solyc04g052890.1	AT1G29420|AT1G29430|AT1G29440|AT1G29450|AT1G29460|AT1G29490|AT1G29500|AT1G29510|AT5G27780
Solyc04g053010.1	AT1G29420|AT1G29430|AT1G29440|AT1G29450|AT1G29460|AT1G29490|AT1G29500|AT1G29510|AT5G27780
Solyc11g011670.1	AT1G29420|AT1G29430|AT1G29440|AT1G29450|AT1G29460|AT1G29490|AT1G29500|AT1G29510|AT5G27780
Solyc11g011640.1	AT1G29420|AT1G29430|AT1G29440|AT1G29450|AT1G29460|AT1G29490|AT1G29500|AT1G29510|AT5G27780
Solyc04g063230.2	AT1G29470|AT2G34300
Solyc02g071310.2	AT1G29520|AT5G46530
Solyc02g021550.2	AT1G29550|AT1G29590|AT4G18040
Solyc03g005870.2	AT1G29550|AT1G29590|AT4G18040
Solyc02g069520.2	AT1G29580|AT1G55080
Solyc02g071530.1	AT1G29630
Solyc03g005890.1	AT1G29640|AT2G34340|AT4G18980|AT5G45630
Solyc02g071610.2	AT1G29660|AT1G29670|AT4G18970|AT5G45670
Solyc03g005900.2	AT1G29660|AT1G29670|AT4G18970|AT5G45670
Solyc02g071620.2	AT1G29660|AT1G29670|AT4G18970|AT5G45670
Solyc02g071780.2	AT1G29690
Solyc03g111700.2	AT1G29700
Solyc05g007740.1	AT1G29710|AT2G25580|AT2G34370|AT4G32450
Solyc02g071870.2	AT1G29750
Solyc02g071880.2	AT1G29750
Solyc02g071900.2	AT1G29760|AT2G34380
Solyc02g071160.2	AT1G29790
Solyc02g071980.2	AT1G29800
Solyc02g005510.2	AT1G29810
Solyc02g021480.2	AT1G29820|AT1G29830
Solyc02g021490.1	AT1G29820|AT1G29830
Solyc05g014110.2	AT1G29840|AT2G19550|AT3G47560|AT3G47590
Solyc07g039510.2	AT1G29840|AT2G19550|AT3G47560|AT3G47590
Solyc07g039520.1	AT1G29840|AT2G19550|AT3G47560|AT3G47590
Solyc07g039530.1	AT1G29840|AT2G19550|AT3G47560|AT3G47590
Solyc05g018770.1	AT1G29840|AT2G19550|AT3G47560|AT3G47590
Solyc02g071150.2	AT1G29850
Solyc07g056280.2	AT1G29860
Solyc02g071130.2	AT1G29860
Solyc12g011200.1	AT1G29860
Solyc11g039830.1	AT1G29870|AT1G29880|AT3G44740
Solyc02g071120.2	AT1G29890|AT2G34410|AT5G46340
Solyc03g005830.2	AT1G29890|AT2G34410|AT5G46340
Solyc06g075340.2	AT1G29900
Solyc02g071030.1	AT1G29910|AT1G29920|AT1G29930|AT2G34420|AT2G34430
Solyc08g067320.1	AT1G29910|AT1G29920|AT1G29930|AT2G34420|AT2G34430
Solyc02g070970.1	AT1G29910|AT1G29920|AT1G29930|AT2G34420|AT2G34430
Solyc03g005770.1	AT1G29910|AT1G29920|AT1G29930|AT2G34420|AT2G34430
Solyc02g070950.1	AT1G29910|AT1G29920|AT1G29930|AT2G34420|AT2G34430
Solyc03g005760.1	AT1G29910|AT1G29920|AT1G29930|AT2G34420|AT2G34430
Solyc02g071010.1	AT1G29910|AT1G29920|AT1G29930|AT2G34420|AT2G34430
Solyc02g070940.1	AT1G29910|AT1G29920|AT1G29930|AT2G34420|AT2G34430
Solyc02g071000.1	AT1G29910|AT1G29920|AT1G29930|AT2G34420|AT2G34430
Solyc02g070980.1	AT1G29910|AT1G29920|AT1G29930|AT2G34420|AT2G34430
Solyc02g070990.1	AT1G29910|AT1G29920|AT1G29930|AT2G34420|AT2G34430
Solyc03g005790.2	AT1G29910|AT1G29920|AT1G29930|AT2G34420|AT2G34430
Solyc03g005780.1	AT1G29910|AT1G29920|AT1G29930|AT2G34420|AT2G34430
Solyc01g086710.2	AT1G29940
Solyc02g070880.1	AT1G29950
Solyc02g070650.2	AT1G29965|AT1G29970|AT2G34480|AT3G14600
Solyc08g016180.2	AT1G29965|AT1G29970|AT2G34480|AT3G14600
Solyc09g056380.1	AT1G29965|AT1G29970|AT2G34480|AT3G14600
Solyc06g065590.2	AT1G29965|AT1G29970|AT2G34480|AT3G14600
Solyc02g070640.2	AT1G29965|AT1G29970|AT2G34480|AT3G14600
Solyc02g070540.2	AT1G29980|AT2G34510
Solyc08g016420.2	AT1G29990
Solyc02g070520.2	AT1G30000
Solyc02g070500.1	AT1G30020|AT5G46230
Solyc08g016580.1	AT1G30020|AT5G46230
Solyc02g070430.2	AT1G30040|AT2G34555
Solyc08g016660.1	AT1G30040|AT2G34555
Solyc10g074800.1	AT1G30050
Solyc05g014130.2	AT1G30060|AT2G01800|AT4G00580|AT4G00920|AT4G00930|AT5G37190
Solyc08g016670.2	AT1G30070
Solyc02g070450.1	AT1G30080
Solyc02g021600.1	AT1G30090
Solyc08g016720.1	AT1G30100|AT4G18350
Solyc05g008000.2	AT1G30110
