MTR_7g089460	AT1G01020|AT4G01510
MTR_8g107620	AT1G14700|AT1G25230|AT2G01890
MTR_1g033500	AT1G14710
MTR_1g033540	AT1G14710
MTR_1g033420	AT1G14720|AT2G01850
MTR_1g033390	AT1G14730
MTR_1g032850	AT1G14750
MTR_1g032750	AT1G14760
MTR_6g071190	AT1G14760
MTR_2g005905	AT1G14770|AT1G68030
MTR_8g105700	AT1G14780
MTR_1g032610	AT1G14790
MTR_1g032720	AT1G14790
MTR_1g032710	AT1G14790
MTR_1g032630	AT1G14790
MTR_8g105860	AT1G14810
MTR_1g032580	AT1G14820
MTR_1g032550	AT1G14830
MTR_8g105580	AT1G14830
MTR_8g105350	AT1G14840|AT1G24764|AT1G68060|AT2G01750
MTR_8g021120	AT1G14840|AT1G24764|AT1G68060|AT2G01750
MTR_1g032520	AT1G14840|AT1G24764|AT1G68060|AT2G01750
MTR_8g105290	AT1G14850
MTR_1g032290	AT1G14860|AT2G01670
MTR_8g105140	AT1G14860|AT2G01670
MTR_8g104890	AT1G14870|AT1G14880|AT5G35525
MTR_8g104870	AT1G14870|AT1G14880|AT5G35525
MTR_5g017650	AT1G14870|AT1G14880|AT5G35525
MTR_4g120825	AT1G14890|AT2G01610
MTR_4g120830	AT1G14890|AT2G01610
MTR_8g104765	AT1G14890|AT2G01610
MTR_5g078330	AT1G14900
MTR_3g065570	AT1G14900
MTR_1g031590	AT1G14970|AT2G01480
MTR_4g084570	AT1G14970|AT2G01480
MTR_3g110030	AT1G14980|AT1G23100
MTR_3g077350	AT1G14980|AT1G23100
MTR_1g069405	AT1G14990
MTR_5g097180	AT1G15000
MTR_4g084710	AT1G15000
MTR_1g108330	AT1G15010|AT2G01300
MTR_1g108590	AT1G15020|AT2G01270
MTR_1g108520	AT1G15020|AT2G01270
MTR_0121s0090	AT1G15020|AT2G01270
MTR_1g110070	AT1G15030|AT2G01260
MTR_1g109510	AT1G15050|AT2G01200
MTR_1g109500	AT1G15060
MTR_1g109400	AT1G15080
MTR_1g109280	AT1G15100|AT2G01150
MTR_1g109120	AT1G15110
MTR_2g008070	AT1G15120|AT2G01090
MTR_1g108660	AT1G15125
MTR_1g108690	AT1G15130
MTR_1g108710	AT1G15140
MTR_1g108840	AT1G15150|AT1G15160|AT1G15170|AT1G15180
MTR_2g007870	AT1G15190
MTR_2g007800	AT1G15200
MTR_8g014360	AT1G15210|AT1G59870|AT3G16340
MTR_2g101090	AT1G15210|AT1G59870|AT3G16340
MTR_8g014075	AT1G15215
MTR_5g011180	AT1G15220
MTR_0206s0010	AT1G15230
MTR_4g012950	AT1G15230
MTR_0147s0080	AT1G15240
MTR_4g012875	AT1G15240
MTR_2g101900	AT1G15250|AT1G52300|AT3G16080
MTR_0147s0070	AT1G15250|AT1G52300|AT3G16080
MTR_0147s0020	AT1G15260|AT3G16070
MTR_0147s0050	AT1G15260|AT3G16070
MTR_2g101980	AT1G15260|AT3G16070
MTR_4g012800	AT1G15270|AT3G16040
MTR_4g011920	AT1G15280|AT1G80000
MTR_4g009960	AT1G15290
MTR_7g085570	AT1G15310|AT1G48900|AT5G49500
MTR_7g085470	AT1G15310|AT1G48900|AT5G49500
MTR_2g104050	AT1G15310|AT1G48900|AT5G49500
MTR_4g010050	AT1G15310|AT1G48900|AT5G49500
MTR_2g103890	AT1G15330|AT1G80090
MTR_2g103910	AT1G15330|AT1G80090
MTR_0339s0010	AT1G15340|AT3G15790
MTR_6g060860	AT1G15340|AT3G15790
MTR_6g465040	AT1G15340|AT3G15790
MTR_0339s0020	AT1G15340|AT3G15790
MTR_4g010210	AT1G15340|AT3G15790
MTR_6g060845	AT1G15340|AT3G15790
MTR_6g052050	AT1G15340|AT3G15790
MTR_6g466310	AT1G15340|AT3G15790
MTR_4g114770	AT1G15340|AT3G15790
MTR_6g060685	AT1G15340|AT3G15790
MTR_4g114785	AT1G15340|AT3G15790
MTR_4g010330	AT1G15350|AT3G15770
MTR_2g103690	AT1G15370
MTR_1g115170	AT1G15380|AT1G80160
MTR_4g011020	AT1G15380|AT1G80160
MTR_2g103490	AT1G15380|AT1G80160
MTR_2g103460	AT1G15380|AT1G80160
MTR_2g103420	AT1G15390
MTR_2g103430	AT1G15390
MTR_4g011040	AT1G15390
MTR_2g103380	AT1G15400|AT1G80180
MTR_4g011060	AT1G15400|AT1G80180
MTR_2g103300	AT1G15410
MTR_4g011300	AT1G15420
MTR_7g076230	AT1G15440
MTR_0459s0020	AT1G15460|AT1G74810
MTR_0366s0020	AT1G15460|AT1G74810
MTR_2g054920	AT1G15470
MTR_1g112810	AT1G15480|AT1G80270|AT3G15590
MTR_7g089770	AT1G15480|AT1G80270|AT3G15590
MTR_1g050750	AT1G15480|AT1G80270|AT3G15590
MTR_2g102800	AT1G15490|AT1G52750|AT1G80280
MTR_4g011440	AT1G15490|AT1G52750|AT1G80280
MTR_4g011460	AT1G15500|AT1G80300
MTR_2g102740	AT1G15500|AT1G80300
MTR_4g011570	AT1G15510
MTR_2g102670	AT1G15520
MTR_2g102640	AT1G15520
MTR_4g011640	AT1G15520
MTR_2g102660	AT1G15520
MTR_4g011620	AT1G15520
MTR_4g011630	AT1G15520
MTR_4g105070	AT1G15530
MTR_7g090520	AT1G15540|AT1G80320
MTR_2g102570	AT1G15550|AT1G80330|AT1G80340
MTR_2g102520	AT1G15570|AT1G80370
MTR_2g102550	AT1G15570|AT1G80370
MTR_4g011880	AT1G15580|AT1G52830|AT3G15540
MTR_8g467560	AT1G15660
MTR_6g068960	AT1G15660
MTR_4g011900	AT1G15670|AT1G80440
MTR_2g102370	AT1G15670|AT1G80440
MTR_2g102355	AT1G15670|AT1G80440
MTR_4g115970	AT1G15690
MTR_3g052270	AT1G15700
MTR_1g115505	AT1G15730|AT1G80480
MTR_4g009870	AT1G15740
MTR_4g009873	AT1G15740
MTR_4g009840	AT1G15750|AT1G80490
MTR_2g104140	AT1G15750|AT1G80490
MTR_4g009760	AT1G15760|AT1G80520
MTR_2g104230	AT1G15760|AT1G80520
MTR_8g042950	AT1G15770|AT1G15780
MTR_8g042960	AT1G15770|AT1G15780
MTR_8g042930	AT1G15770|AT1G15780
MTR_4g094745	AT1G15770|AT1G15780
MTR_8g043880	AT1G15770|AT1G15780
MTR_8g043680	AT1G15770|AT1G15780
MTR_4g009710	AT1G15790
MTR_4g009100	AT1G15810|AT1G80620
MTR_2g008610	AT1G15820
MTR_1g492860	AT1G15850|AT1G80670
MTR_8g068875	AT1G15850|AT1G80670
MTR_2g008410	AT1G15850|AT1G80670
MTR_4g008540	AT1G15860
MTR_4g006560	AT1G15870|AT1G80720
MTR_4g006570	AT1G15880
MTR_2g104910	AT1G15880
MTR_2g104930	AT1G15900
MTR_4g006760	AT1G15910|AT1G80790|AT2G16490|AT3G29375|AT4G00380
MTR_4g131310	AT1G15910|AT1G80790|AT2G16490|AT3G29375|AT4G00380
MTR_4g125920	AT1G15910|AT1G80790|AT2G16490|AT3G29375|AT4G00380
MTR_4g131350	AT1G15910|AT1G80790|AT2G16490|AT3G29375|AT4G00380
MTR_4g006830	AT1G15930|AT2G32060
MTR_8g093770	AT1G15930|AT2G32060
MTR_5g012890	AT1G15930|AT2G32060
MTR_4g006875	AT1G15940|AT1G80810
MTR_4g006940	AT1G15950|AT1G80820
MTR_2g104960	AT1G15950|AT1G80820
MTR_2g104990	AT1G15960|AT1G80830
MTR_4g007070	AT1G15970|AT1G80850
MTR_4g007080	AT1G15980
MTR_4g007290	AT1G16000|AT1G80890
MTR_2g105270	AT1G16010|AT1G80900
MTR_8g105900	AT1G16020|AT1G80910
MTR_4g130540	AT1G16030
MTR_3g110270	AT1G16040
MTR_4g130270	AT1G16060|AT1G79700
MTR_2g460730	AT1G16060|AT1G79700
MTR_2g105390	AT1G16070
MTR_4g007910	AT1G16080
MTR_7g072380	AT1G16090
MTR_2g031520	AT1G16110|AT1G16120|AT1G16130|AT1G16150|AT1G16160|AT1G16260|AT1G17910|AT1G19390|AT1G69730|AT1G79670|AT1G79680|AT4G31100|AT4G31110
MTR_2g031530	AT1G16110|AT1G16120|AT1G16130|AT1G16150|AT1G16160|AT1G16260|AT1G17910|AT1G19390|AT1G69730|AT1G79670|AT1G79680|AT4G31100|AT4G31110
MTR_2g010880	AT1G16170|AT1G79660
MTR_7g057720	AT1G16180
MTR_2g105410	AT1G16190|AT1G79650
MTR_3g118350	AT1G16210
MTR_5g094010	AT1G16225|AT1G16230|AT1G16240|AT1G79590
MTR_3g055200	AT1G16225|AT1G16230|AT1G16240|AT1G79590
MTR_8g031190	AT1G16225|AT1G16230|AT1G16240|AT1G79590
MTR_8g442400	AT1G16270|AT1G79570
MTR_2g066050	AT1G16280
MTR_2g065540	AT1G16290
MTR_2g065470	AT1G16300|AT1G79530
MTR_2g064405	AT1G16310|AT1G79520
MTR_3g080090	AT1G16310|AT1G79520
MTR_8g046550	AT1G16310|AT1G79520
MTR_8g046460	AT1G16320|AT1G79510
MTR_2g064370	AT1G16320|AT1G79510
MTR_7g081220	AT1G16340|AT1G79500
MTR_7g085560	AT1G16350|AT1G79470
MTR_2g067760	AT1G16360|AT1G54320|AT1G79450|AT3G12740
MTR_4g030040	AT1G16370|AT1G79410
MTR_4g120720	AT1G16370|AT1G79410
MTR_5g082760	AT1G16370|AT1G79410
MTR_5g080050	AT1G16370|AT1G79410
MTR_4g030210	AT1G16370|AT1G79410
MTR_8g039190	AT1G16370|AT1G79410
MTR_8g039070	AT1G16370|AT1G79410
MTR_3g110700	AT1G16380|AT1G79400
MTR_4g029520	AT1G16380|AT1G79400
MTR_8g447340	AT1G16390|AT1G79360
MTR_8g446990	AT1G16440|AT1G79250|AT3G12690
MTR_2g062850	AT1G16440|AT1G79250|AT3G12690
MTR_1g060720	AT1G16445
MTR_2g067080	AT1G16460|AT1G79230
MTR_0167s0060	AT1G16470|AT1G79210
MTR_3g029530	AT1G16480
MTR_2g067420	AT1G16490|AT1G56160|AT1G79180|AT3G12820
MTR_2g066700	AT1G16500|AT1G79160
MTR_8g461210	AT1G16510|AT1G56150|AT1G79130
MTR_0260s0030	AT1G16520|AT1G56080
MTR_2g068760	AT1G16530
MTR_4g030930	AT1G16540
MTR_6g078853	AT1G16560
MTR_6g078860	AT1G16560
MTR_2g069330	AT1G16570
MTR_2g069340	AT1G16590
MTR_2g069490	AT1G16610
MTR_4g132160	AT1G16630|AT2G16270
MTR_2g064450	AT1G16650
MTR_2g064940	AT1G16670
MTR_8g461250	AT1G16670
MTR_8g461260	AT1G16670
MTR_2g064930	AT1G16670
MTR_2g064910	AT1G16680|AT1G79030
MTR_8g090035	AT1G16690|AT1G79020
MTR_8g010570	AT1G16700|AT1G79010
MTR_4g005050	AT1G16710|AT1G55970|AT1G79000|AT3G12980
MTR_4g005070	AT1G16720
MTR_0027s0250	AT1G16740
MTR_5g087380	AT1G16740
MTR_2g105930	AT1G16760|AT1G78940|AT3G20200
MTR_2g105710	AT1G16770
MTR_2g105720	AT1G16770
MTR_4g005280	AT1G16780|AT1G78920
MTR_8g089655	AT1G16790
MTR_2g105760	AT1G16800
MTR_4g005440	AT1G16810
MTR_4g005340	AT1G16825|AT1G78895
MTR_7g025610	AT1G16830
MTR_4g005510	AT1G16860|AT1G78880
MTR_4g094505	AT1G16860|AT1G78880
MTR_3g031280	AT1G16870
MTR_2g105090	AT1G16880
MTR_4g007140	AT1G16880
MTR_2g078010	AT1G16890|AT1G78870
MTR_2g076680	AT1G16900
MTR_2g076490	AT1G16905|AT1G78850|AT1G78860
MTR_2g076650	AT1G16905|AT1G78850|AT1G78860
MTR_2g076610	AT1G16905|AT1G78850|AT1G78860
MTR_2g076590	AT1G16905|AT1G78850|AT1G78860
MTR_2g076400	AT1G16910|AT1G78815
MTR_2g076020	AT1G16916
MTR_2g075950	AT1G16920
MTR_2g075840	AT1G16960|AT1G53400
MTR_1g116980	AT1G16970
MTR_2g072910	AT1G17010|AT1G17020|AT1G78550|AT4G25300|AT4G25310
MTR_2g072890	AT1G17010|AT1G17020|AT1G78550|AT4G25300|AT4G25310
MTR_2g072850	AT1G17030
MTR_8g461480	AT1G17040|AT1G78540
MTR_2g072470	AT1G17050|AT1G78510
MTR_7g070290	AT1G17070|AT2G42330
MTR_8g010350	AT1G17070|AT2G42330
MTR_2g072210	AT1G17080|AT1G53560|AT3G14595
MTR_8g461390	AT1G17100|AT1G78450|AT1G78460
MTR_2g071620	AT1G17110
MTR_8g461380	AT1G17120
MTR_6g034535	AT1G17120
MTR_8g008730	AT1G17130
MTR_1g073720	AT1G17130
MTR_2g070740	AT1G17130
MTR_2g070730	AT1G17140|AT1G78430
MTR_2g070630	AT1G17145|AT1G78420
MTR_2g070550	AT1G17147|AT1G78410
MTR_5g063430	AT1G17150|AT1G43080|AT1G43090|AT1G43100|AT1G78400|AT2G15450|AT2G15460|AT2G15470|AT2G26620|AT2G33160|AT2G40310|AT4G13760
MTR_8g030930	AT1G17150|AT1G43080|AT1G43090|AT1G43100|AT1G78400|AT2G15450|AT2G15460|AT2G15470|AT2G26620|AT2G33160|AT2G40310|AT4G13760
MTR_3g438050	AT1G17150|AT1G43080|AT1G43090|AT1G43100|AT1G78400|AT2G15450|AT2G15460|AT2G15470|AT2G26620|AT2G33160|AT2G40310|AT4G13760
MTR_2g072830	AT1G17160
MTR_2g072120	AT1G17170|AT1G17180|AT1G17190|AT1G78320|AT1G78340|AT1G78360|AT1G78370|AT1G78380
MTR_2g070060	AT1G17170|AT1G17180|AT1G17190|AT1G78320|AT1G78340|AT1G78360|AT1G78370|AT1G78380
MTR_2g070070	AT1G17170|AT1G17180|AT1G17190|AT1G78320|AT1G78340|AT1G78360|AT1G78370|AT1G78380
MTR_2g070110	AT1G17170|AT1G17180|AT1G17190|AT1G78320|AT1G78340|AT1G78360|AT1G78370|AT1G78380
MTR_5g076480	AT1G17200|AT3G14380
MTR_3g064310	AT1G17200|AT3G14380
MTR_2g064880	AT1G17210
MTR_2g064840	AT1G17220
MTR_2g070020	AT1G17230
MTR_8g023720	AT1G17240|AT1G17250|AT1G72300
MTR_7g117500	AT1G17260
MTR_8g023490	AT1G17270|AT1G53770|AT5G50420
MTR_8g023380	AT1G17280|AT5G50430
MTR_8g023140	AT1G17290|AT1G72330
MTR_2g045020	AT1G17310|AT1G72350
MTR_8g022970	AT1G17310|AT1G72350
MTR_3g437790	AT1G17310|AT1G72350
MTR_3g109930	AT1G17310|AT1G72350
MTR_4g023480	AT1G17330
MTR_8g022740	AT1G17340|AT3G14205
MTR_8g022440	AT1G17345|AT1G72430
MTR_8g022380	AT1G17345|AT1G72430
MTR_8g022330	AT1G17350|AT1G72420
MTR_8g022280	AT1G17360|AT1G72410|AT3G14172
MTR_8g022050	AT1G17370|AT1G54080|AT3G14100
MTR_8g021380	AT1G17380|AT1G72450
MTR_8g021237	AT1G17400|AT1G72490
MTR_8g021233	AT1G17410
MTR_8g020970	AT1G17420|AT1G72520
MTR_8g020480	AT1G17440
MTR_3g005240	AT1G17450|AT1G59453
MTR_8g020200	AT1G17455|AT1G72630|AT2G06255
MTR_8g020330	AT1G17460|AT1G72650
MTR_8g020210	AT1G17470|AT1G72660
MTR_2g099780	AT1G17480|AT1G72670
MTR_8g017570	AT1G17480|AT1G72670
MTR_8g018290	AT1G17500|AT1G54280|AT1G72700|AT3G13900
MTR_2g099690	AT1G17500|AT1G54280|AT1G72700|AT3G13900
MTR_2g099610	AT1G17520|AT1G72740
MTR_8g018410	AT1G17520|AT1G72740
MTR_2g099550	AT1G17530|AT1G72750
MTR_8g018780	AT1G17530|AT1G72750
MTR_2g099530	AT1G17540|AT1G72760
MTR_8g018830	AT1G17540|AT1G72760
MTR_3g104710	AT1G17550|AT1G72770
MTR_1g015110	AT1G17550|AT1G72770
MTR_5g007240	AT1G17560|AT5G46160
MTR_5g096490	AT1G17560|AT5G46160
MTR_2g099490	AT1G17590|AT1G54160|AT1G72830|AT3G14020
MTR_8g019540	AT1G17590|AT1G54160|AT1G72830|AT3G14020
MTR_4g080077	AT1G17600|AT1G72840|AT1G72860|AT4G09360|AT4G09430|AT5G40100|AT5G48770
MTR_6g015585	AT1G17600|AT1G72840|AT1G72860|AT4G09360|AT4G09430|AT5G40100|AT5G48770
MTR_8g018750	AT1G17615|AT1G57630|AT1G72890|AT1G72900|AT1G72910|AT1G72920|AT1G72930|AT1G72940|AT1G72950|AT5G38344
MTR_8g016370	AT1G17620
MTR_2g100060	AT1G17620
MTR_4g011730	AT1G17630
MTR_2g099910	AT1G17650
MTR_2g100100	AT1G17665
MTR_8g016260	AT1G17665
MTR_4g074690	AT1G17680
MTR_4g079390	AT1G17680
MTR_4g074860	AT1G17680
MTR_2g036890	AT1G17690
MTR_8g466490	AT1G17690
MTR_4g415340	AT1G17690
MTR_2g012650	AT1G17690
MTR_8g466500	AT1G17690
MTR_8g016150	AT1G17700
MTR_2g100260	AT1G17700
MTR_2g100270	AT1G17700
MTR_2g100340	AT1G17710|AT1G73010
MTR_8g015960	AT1G17710|AT1G73010
MTR_2g062320	AT1G17710|AT1G73010
MTR_8g015910	AT1G17710|AT1G73010
MTR_8g040160	AT1G17710|AT1G73010
MTR_8g015940	AT1G17710|AT1G73010
MTR_2g100350	AT1G17710|AT1G73010
MTR_8g015950	AT1G17710|AT1G73010
MTR_2g100370	AT1G17720|AT1G51690
MTR_8g015880	AT1G17720|AT1G51690
MTR_1g040810	AT1G17720|AT1G51690
MTR_2g100420	AT1G17730|AT1G73030
MTR_4g005880	AT1G17745
MTR_7g092880	AT1G17750|AT1G73080
MTR_1g090520	AT1G17750|AT1G73080
MTR_5g087340	AT1G17750|AT1G73080
MTR_5g087350	AT1G17750|AT1G73080
MTR_5g087370	AT1G17750|AT1G73080
MTR_2g105680	AT1G17750|AT1G73080
MTR_6g026900	AT1G17760
MTR_8g042750	AT1G17770|AT1G73100|AT2G05900|AT2G24740|AT5G04940
MTR_3g011440	AT1G17770|AT1G73100|AT2G05900|AT2G24740|AT5G04940
MTR_8g463800	AT1G17780|AT1G73130|AT2G16575
MTR_2g043730	AT1G17800
MTR_2g043790	AT1G17800
MTR_1g077540	AT1G17810|AT1G73190
MTR_6g069040	AT1G17810|AT1G73190
MTR_1g077470	AT1G17820|AT1G73200
MTR_6g066300	AT1G17820|AT1G73200
MTR_1g077460	AT1G17830|AT1G73210
MTR_6g044130	AT1G17830|AT1G73210
MTR_6g066280	AT1G17830|AT1G73210
MTR_6g066240	AT1G17840
MTR_3g006290	AT1G17850
MTR_6g078290	AT1G17860
MTR_6g078280	AT1G17860
MTR_6g078120	AT1G17860
MTR_6g078260	AT1G17860
MTR_7g037410	AT1G17860
MTR_6g078140	AT1G17860
MTR_6g078250	AT1G17860
MTR_4g010130	AT1G17870
MTR_4g071000	AT1G17880|AT1G73230
MTR_3g020660	AT1G17880|AT1G73230
MTR_7g108490	AT1G17890|AT1G73250
MTR_6g477820	AT1G17920|AT1G73360
MTR_6g077490	AT1G17940|AT1G73390
MTR_6g077430	AT1G17940|AT1G73390
MTR_1g077580	AT1G17940|AT1G73390
MTR_6g074860	AT1G17950|AT1G73410
MTR_3g077340	AT1G17960|AT1G18130|AT5G26830
MTR_5g034820	AT1G17960|AT1G18130|AT5G26830
MTR_8g106240	AT1G17970|AT1G36950|AT1G73760|AT4G00070
MTR_6g082620	AT1G17970|AT1G36950|AT1G73760|AT4G00070
MTR_6g082000	AT1G17980
MTR_0283s0030	AT1G17980
MTR_8g106560	AT1G17980
MTR_3g093270	AT1G18000|AT1G18010
MTR_3g093290	AT1G18000|AT1G18010
MTR_6g081850	AT1G18030
MTR_3g054080	AT1G18040|AT1G66750|AT1G73690
MTR_8g106690	AT1G18060
MTR_6g080420	AT1G18070
MTR_8g106700	AT1G18070
MTR_8g106790	AT1G18080|AT1G48630|AT3G18130
MTR_0110s0050	AT1G18090
MTR_5g078320	AT1G18100
MTR_8g106840	AT1G18100
MTR_8g107000	AT1G18160|AT1G73660
MTR_6g079540	AT1G18160|AT1G73660
MTR_8g107010	AT1G18170|AT1G73655
MTR_8g107030	AT1G18180|AT1G73650
MTR_8g107060	AT1G18190
MTR_8g107070	AT1G18200|AT1G73640
MTR_6g079550	AT1G18200|AT1G73640
MTR_6g079570	AT1G18210|AT1G73630
MTR_8g107110	AT1G18210|AT1G73630
MTR_8g107140	AT1G18250|AT1G73620
MTR_6g079580	AT1G18250|AT1G73620
MTR_8g107400	AT1G18260|AT1G73570
MTR_4g093150	AT1G18265
MTR_2g009770	AT1G18265
MTR_6g069685	AT1G18270
MTR_6g069860	AT1G18280|AT1G73550|AT1G73560
MTR_8g107420	AT1G18290
MTR_6g070920	AT1G18300|AT1G73540
MTR_6g016795	AT1G18310|AT5G15870
MTR_6g016840	AT1G18310|AT5G15870
MTR_7g013170	AT1G18310|AT5G15870
MTR_6g016855	AT1G18310|AT5G15870
MTR_7g013810	AT1G18310|AT5G15870
MTR_6g007700	AT1G18310|AT5G15870
MTR_6g016820	AT1G18310|AT5G15870
MTR_6g016790	AT1G18310|AT5G15870
MTR_6g016800	AT1G18310|AT5G15870
MTR_1g079320	AT1G18310|AT5G15870
MTR_6g037090	AT1G18310|AT5G15870
MTR_7g028445	AT1G18310|AT5G15870
MTR_6g016810	AT1G18310|AT5G15870
MTR_6g016845	AT1G18310|AT5G15870
MTR_6g016785	AT1G18310|AT5G15870
MTR_4g036905	AT1G18310|AT5G15870
MTR_6g016860	AT1G18310|AT5G15870
MTR_6g007717	AT1G18310|AT5G15870
MTR_4g077950	AT1G18320|AT3G10110
MTR_2g070380	AT1G18320|AT3G10110
MTR_6g477860	AT1G18330|AT3G10113
MTR_6g072100	AT1G18335
MTR_3g072430	AT1G18340
MTR_6g071280	AT1G18350|AT1G73500|AT3G06230
MTR_6g071475	AT1G18360|AT1G73480
MTR_6g082470	AT1G18370
MTR_6g083020	AT1G18390
MTR_6g044740	AT1G18390
MTR_6g044830	AT1G18390
MTR_7g116540	AT1G18390
MTR_6g084120	AT1G18400|AT1G73830
MTR_6g084490	AT1G18410|AT1G73860
MTR_8g104200	AT1G18410|AT1G73860
MTR_8g104120	AT1G18420|AT3G18440
MTR_8g104130	AT1G18420|AT3G18440
MTR_8g104110	AT1G18420|AT3G18440
MTR_6g084680	AT1G18420|AT3G18440
MTR_8g103890	AT1G18440
MTR_8g464900	AT1G18450
MTR_5g066400	AT1G18450
MTR_8g007440	AT1G18450
MTR_6g085070	AT1G18460|AT1G73920
MTR_8g103850	AT1G18460|AT1G73920
MTR_4g111965	AT1G18470|AT1G73950
MTR_7g006040	AT1G18480
MTR_8g064720	AT1G18480
MTR_2g058990	AT1G18485
MTR_3g075430	AT1G18486|AT4G02655
MTR_2g058330	AT1G18490
MTR_2g055320	AT1G18490
MTR_1g116500	AT1G18500|AT1G74040
MTR_7g033125	AT1G18500|AT1G74040
MTR_2g056130	AT1G18520
MTR_4g112570	AT1G18520
MTR_4g112460	AT1G18530
MTR_5g098090	AT1G18540|AT1G74050|AT1G74060
MTR_3g094570	AT1G18540|AT1G74050|AT1G74060
MTR_8g091910	AT1G18540|AT1G74050|AT1G74060
MTR_3g094860	AT1G18540|AT1G74050|AT1G74060
MTR_4g112350	AT1G18550
MTR_2g055910	AT1G18550
MTR_5g042030	AT1G18570|AT1G74080|AT5G07690|AT5G07700|AT5G60890|AT5G61420
MTR_2g461670	AT1G18580
MTR_4g109890	AT1G18580
MTR_4g109700	AT1G18600
MTR_4g109680	AT1G18610|AT1G74150
MTR_3g026110	AT1G18620|AT1G74160
MTR_4g063560	AT1G18630
MTR_3g025840	AT1G18640
MTR_4g109490	AT1G18650|AT5G08000|AT5G61130
MTR_3g037230	AT1G18660
MTR_4g109090	AT1G18670|AT1G74330
MTR_4g109110	AT1G18680
MTR_3g037340	AT1G18690|AT1G74380|AT5G07720
MTR_4g108940	AT1G18690|AT1G74380|AT5G07720
MTR_4g108950	AT1G18690|AT1G74380|AT5G07720
MTR_3g435140	AT1G18700
MTR_3g435250	AT1G18720|AT1G74440
MTR_3g435200	AT1G18720|AT1G74440
MTR_3g435170	AT1G18720|AT1G74440
MTR_5g041930	AT1G18720|AT1G74440
MTR_3g435230	AT1G18720|AT1G74440
MTR_3g435320	AT1G18730
MTR_6g037000	AT1G18740|AT1G43630|AT1G74450
MTR_6g037070	AT1G18740|AT1G43630|AT1G74450
MTR_1g098700	AT1G18740|AT1G43630|AT1G74450
MTR_6g037010	AT1G18740|AT1G43630|AT1G74450
MTR_6g037060	AT1G18740|AT1G43630|AT1G74450
MTR_6g036980	AT1G18740|AT1G43630|AT1G74450
MTR_6g036920	AT1G18740|AT1G43630|AT1G74450
MTR_4g108720	AT1G18750
MTR_0140s0010	AT1G18790|AT1G74480|AT5G66990
MTR_3g435550	AT1G18790|AT1G74480|AT5G66990
MTR_3g040400	AT1G18800|AT1G74560
MTR_4g115160	AT1G18800|AT1G74560
MTR_4g108570	AT1G18800|AT1G74560
MTR_4g045577	AT1G18830|AT3G63460
MTR_4g108140	AT1G18840|AT1G74690
MTR_3g078030	AT1G18850
MTR_7g011400	AT1G18870|AT1G74710
MTR_4g076520	AT1G18870|AT1G74710
MTR_4g107510	AT1G18880|AT3G47960|AT5G62680
MTR_4g107530	AT1G18880|AT3G47960|AT5G62680
MTR_4g107580	AT1G18880|AT3G47960|AT5G62680
MTR_4g107490	AT1G18890|AT1G74740
MTR_3g045420	AT1G18900|AT1G74750
MTR_4g107440	AT1G18910|AT1G74770
MTR_2g100400	AT1G18940|AT1G74780|AT2G34350|AT2G34355
MTR_4g107390	AT1G18950
MTR_4g107310	AT1G18990|AT1G74830
MTR_0168s0060	AT1G18990|AT1G74830
MTR_4g107230	AT1G19000|AT1G74840
MTR_4g107200	AT1G19010|AT1G74860
MTR_4g106500	AT1G19020|AT3G48180
MTR_3g078420	AT1G19020|AT3G48180
MTR_3g096240	AT1G19025
MTR_3g078613	AT1G19050|AT1G74890
MTR_3g070470	AT1G19080|AT3G55490
MTR_4g105540	AT1G19090
MTR_4g105530	AT1G19100
MTR_3g077540	AT1G19100
MTR_4g125080	AT1G19110
MTR_2g042570	AT1G19110
MTR_2g042700	AT1G19120
MTR_4g125100	AT1G19130
MTR_4g125000	AT1G19140
MTR_2g042720	AT1G19150
MTR_2g042740	AT1G19170
MTR_4g124980	AT1G19170
MTR_5g013515	AT1G19180|AT1G74950
MTR_5g013520	AT1G19180|AT1G74950
MTR_5g013530	AT1G19180|AT1G74950
MTR_2g042900	AT1G19180|AT1G74950
MTR_7g056207	AT1G19190|AT1G49640|AT1G49650|AT1G49660|AT2G03550|AT3G48690|AT3G48700
MTR_4g086470	AT1G19190|AT1G49640|AT1G49650|AT1G49660|AT2G03550|AT3G48690|AT3G48700
MTR_4g086510	AT1G19190|AT1G49640|AT1G49650|AT1G49660|AT2G03550|AT3G48690|AT3G48700
MTR_4g086480	AT1G19190|AT1G49640|AT1G49650|AT1G49660|AT2G03550|AT3G48690|AT3G48700
MTR_2g042970	AT1G19200|AT1G74940|AT5G20700
MTR_4g124930	AT1G19200|AT1G74940|AT5G20700
MTR_2g043050	AT1G19210|AT1G74930|AT5G21960
MTR_2g043030	AT1G19210|AT1G74930|AT5G21960
MTR_2g043020	AT1G19210|AT1G74930|AT5G21960
MTR_2g043040	AT1G19210|AT1G74930|AT5G21960
MTR_4g124900	AT1G19220|AT5G20730
MTR_2g043250	AT1G19220|AT5G20730
MTR_2g043900	AT1G19230
MTR_4g124770	AT1G19240
MTR_4g124800	AT1G19250|AT5G45180
MTR_2g043850	AT1G19250|AT5G45180
MTR_2g044140	AT1G19250|AT5G45180
MTR_2g020630	AT1G19250|AT5G45180
MTR_1g021835	AT1G19270
MTR_2g049740	AT1G19290
MTR_1g021895	AT1G19310
